"X","Y"
3.43536071821894,48.0375900476366
3.47394035165382,48.0320696554321
3.43616713413703,48.037523327483
3.43616713413703,48.037523327483
3.47537052956609,48.0286441395197
3.44487658016747,48.0278194756613
3.43525646868305,48.0347670110037
3.43525646868305,48.0347670110037
3.43525646868305,48.0347670110037
3.44487658016747,48.0278194756613
3.43524413213844,48.0347398403884
3.44512378359412,48.0276620666852
3.4302955431232,48.0222001005301
3.4302955431232,48.0222001005301
3.43729278435974,48.0388907702519
3.44215970179988,48.0332796338267
3.43547479791909,48.0329469409626
3.42033098598049,48.0245940052531
3.45255026661179,48.0340897135864
3.45255026661179,48.0340897135864
3.45255026661179,48.0340897135864
3.45255026661179,48.0340897135864
3.45266311449142,48.0342893389404
3.45266311449142,48.0342893389404
3.45209630331465,48.0337044622679
3.45209630331465,48.0337044622679
3.44431444301168,48.0312597826176
3.44431444301168,48.0312597826176
3.44007624834858,48.0372503808835
3.44007624834858,48.0372503808835
3.44007624834858,48.0372503808835
3.44007624834858,48.0372503808835
3.44007624834858,48.0372503808835
3.44007624834858,48.0372503808835
3.44007624834858,48.0372503808835
3.44007624834858,48.0372503808835
3.44007624834858,48.0372503808835
3.44407483278798,48.0336365451659
3.43481575105878,48.0378230750926
3.44415180991036,48.0340691555617
3.4414529217738,48.0349204643921
3.43716460935027,48.0353036134448
3.43716460935027,48.0353036134448
3.44113665536119,48.0361638100414
3.44113665536119,48.0361638100414
3.43414352247266,48.0344509851175
3.42619131123081,48.021328192883
3.42206079549798,48.0211295208827
3.43859140543347,48.0365056092131
3.43859140543347,48.0365056092131
3.43859140543347,48.0365056092131
3.43929954480007,48.0365539470516
3.43871839410459,48.0370289475777
3.43964088687688,48.0353559683917
3.43964088687688,48.0353559683917
3.43690456312172,48.0351013916343
3.43690456312172,48.0351013916343
3.43739053797012,48.0356939161622
3.43724407241124,48.0360147999012
3.43724407241124,48.0360147999012
3.43724407241124,48.0360147999012
3.43724407241124,48.0360147999012
3.44006146340126,48.0372860610967
3.44006146340126,48.0372860610967
3.44006146340126,48.0372860610967
3.43547791123964,48.0356154604899
3.4389063392432,48.0352981854364
3.43896827567245,48.0350836364639
3.44379956462747,48.0410710907577
3.43896827567245,48.0350836364639
3.44371400177131,48.0412043675393
3.44371400177131,48.0412043675393
3.4410900741511,48.0349500575914
3.43703367541103,48.0331629536767
3.43570479403975,48.0356374093715
3.43565404578566,48.0355646414295
3.43565404578566,48.0355646414295
3.43419987281732,48.0343800963399
3.4204716770261,48.0216944294471
3.4204716770261,48.0216944294471
3.4204716770261,48.0216944294471
3.4204716770261,48.0216944294471
3.42057239647226,48.0218579347441
3.42057239647226,48.0218579347441
3.42057239647226,48.0218579347441
3.42062910416985,48.0217780748016
3.42062910416985,48.0217780748016
3.42062910416985,48.0217780748016
3.44274396384156,48.0337570507867
3.42058401663549,48.021903063709
3.42058401663549,48.021903063709
3.42058401663549,48.021903063709
3.42058401663549,48.021903063709
3.42058401663549,48.021903063709
3.42058401663549,48.021903063709
3.43641223493184,48.0398277199032
3.43597767749743,48.040664667609
3.43863436439147,48.0364344836527
3.4399457414041,48.037850074314
3.43760729787952,48.0335683338955
3.43782783197796,48.0323772300543
3.43539746489728,48.0321818829342
3.41998339372741,48.0238960360651
3.43281437045096,48.0383000716988
3.44052920781967,48.032837822407
3.43281437045096,48.0383000716988
3.43430443464565,48.0389102418124
3.43408959710642,48.0392658612511
3.43388456886831,48.0393700794176
3.43388456886831,48.0393700794176
3.43387188152779,48.0393518871938
3.47439099512814,48.0297413977584
3.47439099512814,48.0297413977584
3.43410438690429,48.0392301818291
3.43410438690429,48.0392301818291
3.43410438690429,48.0392301818291
3.43410438690429,48.0392301818291
3.43410438690429,48.0392301818291
3.44099942176218,48.0376259207692
3.44099942176218,48.0376259207692
3.44099942176218,48.0376259207692
3.44099942176218,48.0376259207692
3.44099942176218,48.0376259207692
3.44099942176218,48.0376259207692
3.44133186259005,48.0352777362413
3.43568074941156,48.0338490260256
3.41938121753816,48.0225197093857
3.44609232900251,48.0351542367102
3.44609232900251,48.0351542367102
3.44609232900251,48.0351542367102
3.44609232900251,48.0351542367102
3.44471742044436,48.0312308798867
3.45164689919922,48.0401296966261
3.44234149959078,48.029635021574
3.44234149959078,48.029635021574
3.44138532706202,48.0156381567183
3.44531137370172,48.0273149384018
3.4313124927267,48.0362790679755
3.4313124927267,48.0362790679755
3.44531137370172,48.0273149384018
3.44117109487146,48.0349335051873
3.44129205012923,48.0352680552733
3.44129205012923,48.0352680552733
3.44129205012923,48.0352680552733
3.41592850751996,48.0255133911493
3.41592850751996,48.0255133911493
3.41592850751996,48.0255133911493
3.41592850751996,48.0255133911493
3.41592850751996,48.0255133911493
3.414058063957,48.0243751113147
3.414058063957,48.0243751113147
3.44456390108697,48.0313899241712
3.42969157001723,48.0225758167551
3.42969157001723,48.0225758167551
3.42969157001723,48.0225758167551
3.42969157001723,48.0225758167551
3.42969157001723,48.0225758167551
3.42969157001723,48.0225758167551
3.41585911070125,48.0255750546581
